workerID,gender,age,income,language,order,food,totalQuant,personA,personB,eatenQuant,probability
1,M,35,8,English,1,cookies,10,Bob,David,0,0.0
1,M,35,8,English,1,cookies,10,Bob,David,1,0.740740740741
1,M,35,8,English,1,cookies,10,Bob,David,2,0.259259259259
1,M,35,8,English,1,cookies,10,Bob,David,3,0.0
1,M,35,8,English,1,cookies,10,Bob,David,4,0.0
1,M,35,8,English,1,cookies,10,Bob,David,5,0.0
1,M,35,8,English,1,cookies,10,Bob,David,6,0.0
1,M,35,8,English,1,cookies,10,Bob,David,7,0.0
1,M,35,8,English,1,cookies,10,Bob,David,8,0.0
1,M,35,8,English,1,cookies,10,Bob,David,9,0.0
1,M,35,8,English,1,cookies,10,Bob,David,10,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,0,0.333333333333
1,M,35,8,English,2,pies,10,Fiona,Emma,1,0.666666666667
1,M,35,8,English,2,pies,10,Fiona,Emma,2,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,3,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,4,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,5,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,6,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,7,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,8,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,9,0.0
1,M,35,8,English,2,pies,10,Fiona,Emma,10,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,0,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,1,0.754716981132
1,M,35,8,English,3,M&M's,10,Albert,Calvin,2,0.150943396226
1,M,35,8,English,3,M&M's,10,Albert,Calvin,3,0.0943396226415
1,M,35,8,English,3,M&M's,10,Albert,Calvin,4,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,5,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,6,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,7,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,8,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,9,0.0
1,M,35,8,English,3,M&M's,10,Albert,Calvin,10,0.0
2,F,45,0,english,1,cookies,10,Cathy,Barbara,0,0.031746031746
2,F,45,0,english,1,cookies,10,Cathy,Barbara,1,0.555555555556
2,F,45,0,english,1,cookies,10,Cathy,Barbara,2,0.031746031746
2,F,45,0,english,1,cookies,10,Cathy,Barbara,3,0.031746031746
2,F,45,0,english,1,cookies,10,Cathy,Barbara,4,0.031746031746
2,F,45,0,english,1,cookies,10,Cathy,Barbara,5,0.031746031746
2,F,45,0,english,1,cookies,10,Cathy,Barbara,6,0.047619047619
2,F,45,0,english,1,cookies,10,Cathy,Barbara,7,0.047619047619
2,F,45,0,english,1,cookies,10,Cathy,Barbara,8,0.0634920634921
2,F,45,0,english,1,cookies,10,Cathy,Barbara,9,0.0634920634921
2,F,45,0,english,1,cookies,10,Cathy,Barbara,10,0.0634920634921
2,F,45,0,english,2,pies,10,David,Ann,0,0.0
2,F,45,0,english,2,pies,10,David,Ann,1,0.0
2,F,45,0,english,2,pies,10,David,Ann,2,0.0
2,F,45,0,english,2,pies,10,David,Ann,3,0.0
2,F,45,0,english,2,pies,10,David,Ann,4,0.0
2,F,45,0,english,2,pies,10,David,Ann,5,0.0
2,F,45,0,english,2,pies,10,David,Ann,6,0.2
2,F,45,0,english,2,pies,10,David,Ann,7,0.2
2,F,45,0,english,2,pies,10,David,Ann,8,0.2
2,F,45,0,english,2,pies,10,David,Ann,9,0.2
2,F,45,0,english,2,pies,10,David,Ann,10,0.2
2,F,45,0,english,3,M&M's,10,Calvin,Emma,0,0.0294117647059
2,F,45,0,english,3,M&M's,10,Calvin,Emma,1,0.0294117647059
2,F,45,0,english,3,M&M's,10,Calvin,Emma,2,0.0
2,F,45,0,english,3,M&M's,10,Calvin,Emma,3,0.911764705882
2,F,45,0,english,3,M&M's,10,Calvin,Emma,4,0.0
2,F,45,0,english,3,M&M's,10,Calvin,Emma,5,0.0
2,F,45,0,english,3,M&M's,10,Calvin,Emma,6,0.0
2,F,45,0,english,3,M&M's,10,Calvin,Emma,7,0.0
2,F,45,0,english,3,M&M's,10,Calvin,Emma,8,0.0
2,F,45,0,english,3,M&M's,10,Calvin,Emma,9,0.0294117647059
2,F,45,0,english,3,M&M's,10,Calvin,Emma,10,0.0
3,F,45,4,English,1,pies,10,David,Fiona,0,0.64406779661
3,F,45,4,English,1,pies,10,David,Fiona,1,0.35593220339
3,F,45,4,English,1,pies,10,David,Fiona,2,0.0
3,F,45,4,English,1,pies,10,David,Fiona,3,0.0
3,F,45,4,English,1,pies,10,David,Fiona,4,0.0
3,F,45,4,English,1,pies,10,David,Fiona,5,0.0
3,F,45,4,English,1,pies,10,David,Fiona,6,0.0
3,F,45,4,English,1,pies,10,David,Fiona,7,0.0
3,F,45,4,English,1,pies,10,David,Fiona,8,0.0
3,F,45,4,English,1,pies,10,David,Fiona,9,0.0
3,F,45,4,English,1,pies,10,David,Fiona,10,0.0
3,F,45,4,English,2,M&M's,10,Diana,Barbara,0,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,1,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,2,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,3,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,4,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,5,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,6,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,7,0.103626943005
3,F,45,4,English,2,M&M's,10,Diana,Barbara,8,0.0621761658031
3,F,45,4,English,2,M&M's,10,Diana,Barbara,9,0.0569948186528
3,F,45,4,English,2,M&M's,10,Diana,Barbara,10,0.0518134715026
3,F,45,4,English,3,cookies,10,Cathy,Albert,0,0.143884892086
3,F,45,4,English,3,cookies,10,Cathy,Albert,1,0.143884892086
3,F,45,4,English,3,cookies,10,Cathy,Albert,2,0.143884892086
3,F,45,4,English,3,cookies,10,Cathy,Albert,3,0.143884892086
3,F,45,4,English,3,cookies,10,Cathy,Albert,4,0.0971223021583
3,F,45,4,English,3,cookies,10,Cathy,Albert,5,0.0719424460432
3,F,45,4,English,3,cookies,10,Cathy,Albert,6,0.0719424460432
3,F,45,4,English,3,cookies,10,Cathy,Albert,7,0.0503597122302
3,F,45,4,English,3,cookies,10,Cathy,Albert,8,0.0467625899281
3,F,45,4,English,3,cookies,10,Cathy,Albert,9,0.0431654676259
3,F,45,4,English,3,cookies,10,Cathy,Albert,10,0.0431654676259
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,0,0.483870967742
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,1,0.41935483871
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,2,0.0967741935484
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,3,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,4,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,5,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,6,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,7,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,8,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,9,0.0
4,F,25,4,Engish,1,cookies,10,Albert,Fiona,10,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,0,0.731707317073
4,F,25,4,Engish,2,pies,10,Barbara,David,1,0.268292682927
4,F,25,4,Engish,2,pies,10,Barbara,David,2,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,3,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,4,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,5,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,6,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,7,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,8,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,9,0.0
4,F,25,4,Engish,2,pies,10,Barbara,David,10,0.0
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,0,0.0915492957746
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,1,0.0868544600939
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,2,0.0892018779343
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,3,0.0892018779343
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,4,0.0915492957746
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,5,0.0915492957746
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,6,0.0915492957746
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,7,0.0915492957746
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,8,0.093896713615
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,9,0.0915492957746
4,F,25,4,Engish,3,M&M's,10,Bob,Edward,10,0.0915492957746
5,M,66,4,English,1,cookies,10,Ann,Cathy,0,0.0181818181818
5,M,66,4,English,1,cookies,10,Ann,Cathy,1,0.709090909091
5,M,66,4,English,1,cookies,10,Ann,Cathy,2,0.0363636363636
5,M,66,4,English,1,cookies,10,Ann,Cathy,3,0.0181818181818
5,M,66,4,English,1,cookies,10,Ann,Cathy,4,0.0181818181818
5,M,66,4,English,1,cookies,10,Ann,Cathy,5,0.0363636363636
5,M,66,4,English,1,cookies,10,Ann,Cathy,6,0.0545454545455
5,M,66,4,English,1,cookies,10,Ann,Cathy,7,0.0363636363636
5,M,66,4,English,1,cookies,10,Ann,Cathy,8,0.0363636363636
5,M,66,4,English,1,cookies,10,Ann,Cathy,9,0.0181818181818
5,M,66,4,English,1,cookies,10,Ann,Cathy,10,0.0181818181818
5,M,66,4,English,2,pies,10,Frank,Barbara,0,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,1,0.816326530612
5,M,66,4,English,2,pies,10,Frank,Barbara,2,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,3,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,4,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,5,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,6,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,7,0.0
5,M,66,4,English,2,pies,10,Frank,Barbara,8,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,9,0.0204081632653
5,M,66,4,English,2,pies,10,Frank,Barbara,10,0.0204081632653
5,M,66,4,English,3,M&M's,10,Albert,Edward,0,0.0147058823529
5,M,66,4,English,3,M&M's,10,Albert,Edward,1,0.558823529412
5,M,66,4,English,3,M&M's,10,Albert,Edward,2,0.294117647059
5,M,66,4,English,3,M&M's,10,Albert,Edward,3,0.0294117647059
5,M,66,4,English,3,M&M's,10,Albert,Edward,4,0.0294117647059
5,M,66,4,English,3,M&M's,10,Albert,Edward,5,0.0147058823529
5,M,66,4,English,3,M&M's,10,Albert,Edward,6,0.0147058823529
5,M,66,4,English,3,M&M's,10,Albert,Edward,7,0.0
5,M,66,4,English,3,M&M's,10,Albert,Edward,8,0.0147058823529
5,M,66,4,English,3,M&M's,10,Albert,Edward,9,0.0147058823529
5,M,66,4,English,3,M&M's,10,Albert,Edward,10,0.0147058823529
6,F,35,4,English,1,pies,10,Calvin,Barbara,0,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,1,0.5
6,F,35,4,English,1,pies,10,Calvin,Barbara,2,0.5
6,F,35,4,English,1,pies,10,Calvin,Barbara,3,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,4,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,5,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,6,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,7,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,8,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,9,0.0
6,F,35,4,English,1,pies,10,Calvin,Barbara,10,0.0
6,F,35,4,English,2,M&M's,10,Fiona,Frank,0,0.0498812351544
6,F,35,4,English,2,M&M's,10,Fiona,Frank,1,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,2,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,3,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,4,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,5,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,6,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,7,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,8,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,9,0.0950118764846
6,F,35,4,English,2,M&M's,10,Fiona,Frank,10,0.0950118764846
6,F,35,4,English,3,cookies,10,Edward,Diana,0,0.0
6,F,35,4,English,3,cookies,10,Edward,Diana,1,0.333333333333
6,F,35,4,English,3,cookies,10,Edward,Diana,2,0.333333333333
6,F,35,4,English,3,cookies,10,Edward,Diana,3,0.333333333333
6,F,35,4,English,3,cookies,10,Edward,Diana,4,0.0
